"","ResponseId","PROLIFIC_PID","Condition","1_advice","2_advice","3_advice","4_advice","5_advice","6_advice","7_advice","8_advice","9_advice","10_advice","age","gender","ethnicity","education","0.AdviseeID","0.Estimate","0.Performance","0.Gender","0.Treatment","1.AdviseeID","1.Estimate","1.Performance","1.Gender","1.Treatment","2.AdviseeID","2.Estimate","2.Performance","2.Gender","2.Treatment","3.AdviseeID","3.Estimate","3.Performance","3.Gender","3.Treatment","4.AdviseeID","4.Estimate","4.Performance","4.Gender","4.Treatment","5.AdviseeID","5.Estimate","5.Performance","5.Gender","5.Treatment","6.AdviseeID","6.Estimate","6.Performance","6.Gender","6.Treatment","7.AdviseeID","7.Estimate","7.Performance","7.Gender","7.Treatment","8.AdviseeID","8.Estimate","8.Performance","8.Gender","8.Treatment","9.AdviseeID","9.Estimate","9.Performance","9.Gender","9.Treatment"
"24","R_1gvaEDGhHTUsKjH","656746930fb49202b761490e","E",0,1,0,1,1,1,0,0,1,1,34,"Male","White or Caucasian","High school diploma or GED","5a69f41df10cdb0001b10329",3,2,"Male","Low","604fe822b095421e07e3f93e",10,10,"Male","Low","60ff1981688229d1e3eb43e9",2,3,"Female","Low","570758d5374137000fbb68cd",5,5,"Female","High","63c18301a31679d3e3e39101",2,6,"Female","High","5be08e69610cba000151f1f7",3,7,"Male","Low","655c9eb6350be3de2c9f155e",3,3,"Female","High","580cab86b869700001d71628",2,1,"Female","High","654650713282e9e8d26d0b86",9,9,"Male","High","56e6a66af6ed900006a5867c",8,9,"Male","High"
"25","R_1GKCtMCVkc44Ibs","60c7bc36af69b16e42b2c915","E",1,0,0,0,1,0,1,0,0,0,26,"Female","Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","63bf8a649931574320e98357",7,10,"Male","High","55a29659fdf99b5ff49937d3",4,2,"Female","High","64527892acde0fbd392a41d6",4,3,"Female","High","5ddee8912e6c77e798b5882f",5,3,"Male","High","5ab3fc4b5f01000001cb07e2",9,8,"Male","Low","6555f3f23d4f8420c0f1fd50",6,3,"Female","Low","56fa002e8425ef000b3a4276",4,8,"Male","High","652fcdc57cc2ae3b4731184b",2,2,"Male","Low","58d069219dbe3f0001258793",2,3,"Male","Low","6234d77291179c1badffad36",5,3,"Male","Low"
"26","R_1gLKwHAgzwR1VAs","655a9262b721bc008ddc8e8c","E",1,0,0,0,0,1,1,0,1,1,66,"Female","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6563507a7389aac2354b8a31",3,7,"Female","Low","656c8e0fdcacc13a8f17c968",7,8,"Female","High","6554dc99bf5ebccc0672be3d",4,4,"Male","High","5dd9f0e719eecb97dfab7b48",4,4,"Male","High","5fe508e86079e12a8a3b2427",8,8,"Male","Low","5cd6c1197b871a0001b13589",2,1,"Female","Low","5fb08ec5ddc19949a58f5a4f",2,3,"Female","Low","5f6f738fef894f0dbf9839f8",9,10,"Male","High","63ea54cae81a2baf10a14930",2,2,"Female","High","653a9c57c974283419bba454",7,5,"Male","Low"
"27","R_3jYUmLJflXpvhqe","60b7c559803665ec56ca8b2c","None",0,0,0,1,0,1,1,1,0,0,50,"Female","White or Caucasian","Some college, but no degree","6559147a65618b0217721344",3,5,"Female","Low","628e0063fa56e316da2a71cb",7,4,"Male","High","59048309c4ef1300011b1085",3,4,"Female","Low","57ab3f8321e5a50001562cd3",3,5,"Male","Low","5bdfb648484288000130dad0",2,4,"Male","Low","655ff28a070d42d4bc67f4c9",9,8,"Male","High","614e2b2bd900d5f91096ac12",9,10,"Male","High","56d39b96da2aaa000dab6178",6,8,"Male","Low","628f572a2d1304a34b9e1a37",2,3,"Male","Low","605ff0746397c26c436b88af",7,4,"Female","High"
"28","R_Apm4Bz3fX1Bbitr","5865ecf6a7f6480001ed9791","None",0,1,1,1,1,0,0,1,1,1,41,"Male","White or Caucasian","Some college, but no degree","63e534e8ae837950bc60d88b",4,4,"Male","Low","654837a00511efc35646b9ca",9,10,"Male","High","5e27868c5cbbcc0b3599574b",4,8,"Male","Low","646774e0f86825ab62c37581",6,8,"Male","High","654b78eb297a98723e6247cb",6,7,"Male","Low","62728f0c68b9ecf571a2dbd4",2,3,"Male","Low","615deb85c655c2768d2b5caa",3,4,"Male","Low","614f3a020b0f8d857c3d5cad",5,9,"Female","Low","63d808ea16057197cc58cf6d",8,9,"Male","Low","654e3c8cc3afc7374425fe78",2,7,"Male","Low"
"29","R_1lg8v3EIjxjisSk","5f4da28cb7e32703261c4978","E",0,0,0,0,1,1,0,0,1,1,24,"Female","Asian","Bachelor’s degree","61084cf97f6981fb1f90683e",4,7,"Female","Low","651af447dcee6525fe0ac08f",3,4,"Female","Low","5e06f13e39bcde0a29c39a13",2,3,"Female","High","59048309c4ef1300011b1085",3,4,"Female","Low","614e7ad7ff5a0d785d5e550a",10,9,"Male","High","641640ace28d2bb30c45c595",9,9,"Male","Low","6548f960db60a00d76e92695",4,5,"Male","Low","5c0fcccc1f6f150001487111",1,4,"Female","High","6517faa30cadd3291661b119",9,8,"Male","Low","5fefefa4c9707d3516361c9c",6,3,"Female","Low"
"30","R_1GIU5OIOsiuudCj","656eaa7d171b1582050660c4","None",1,0,0,0,0,0,1,0,0,1,26,"Male","Asian","Bachelor’s degree","5f3bc91327d97393a0c56178",5,8,"Male","Low","65632f635e9a86ae42bf51eb",1,4,"Female","High","5c0727ff1d461400012b61ee",3,3,"Female","High","5a0c63e15d06850001affd96",4,3,"Male","Low","59894fbbda239a0001fb8e16",1,4,"Female","High","6276044d01f3dab873d5b0a5",5,3,"Male","Low","58ae37d8e6afe00001d36ac9",9,9,"Male","Low","629186f7e2f20297ead170be",8,6,"Male","High","631e3ba1714b8e7f8fe9338d",7,5,"Male","Low","5f11f98efbaf2b0ef855ec6b",7,9,"Female","High"
"31","R_Zkls0I5hUvIah8Z","5e1167247855d382ecf9050f","None",0,0,0,0,0,0,1,1,1,0,37,"Female","White or Caucasian","Bachelor’s degree","64527892acde0fbd392a41d6",4,3,"Female","High","5bf0b1ecaf38d100016bd609",5,5,"Male","High","605ff0746397c26c436b88af",7,4,"Female","High","623484b9a279762ab4c8b6dc",4,3,"Female","High","631e3ba1714b8e7f8fe9338d",7,5,"Male","Low","5f0d529c9df050769b81e18f",2,4,"Male","High","5b0d1b8e444cef0001ca66ac",2,6,"Female","Low","65313ce1f99d9a35b6e90a7f",7,9,"Female","Low","6550ecb81d9826a9f131c5a3",8,7,"Female","Low","57ab3f8321e5a50001562cd3",3,5,"Male","Low"
"32","R_11bYB68J7oEkL1p","5ede22703409e1042973a050","None",0,0,0,0,1,0,1,0,0,1,45,"Male","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5ddee8912e6c77e798b5882f",5,3,"Male","High","63c18301a31679d3e3e39101",2,6,"Female","High","60ff1981688229d1e3eb43e9",2,3,"Female","Low","55a29659fdf99b5ff49937d3",4,2,"Female","High","58ae37d8e6afe00001d36ac9",9,9,"Male","Low","629186f7e2f20297ead170be",8,6,"Male","High","656c8e0fdcacc13a8f17c968",7,8,"Female","High","65551c78282878272cdc2102",5,4,"Female","High","628e0063fa56e316da2a71cb",7,4,"Male","High","5f6f738fef894f0dbf9839f8",9,10,"Male","High"
"33","R_2WU5EnP7YlmcVQO","5c9cffcc54d2830016af565b","E",0,0,1,1,1,0,0,1,0,0,30,"Female","White or Caucasian","Bachelor’s degree","628277d1d5efc2ba7e3f96ed",2,3,"Male","High","5a0c63e15d06850001affd96",4,3,"Male","Low","650b695bf3b3d34f9c461926",6,7,"Female","Low","655f96e689f922fe983fed35",6,9,"Female","High","63bde9862392eebaf64770c2",5,7,"Male","Low","6276044d01f3dab873d5b0a5",5,3,"Male","Low","604fc38a4de8e6e1e0e0ea7b",1,3,"Female","Low","614e2b2bd900d5f91096ac12",9,10,"Male","High","63e534e8ae837950bc60d88b",4,4,"Male","Low","58d069219dbe3f0001258793",2,3,"Male","Low"
"34","R_Ddu8Hfrp29g4dPP","5dd348356d522535afddc44e","None",0,0,0,0,0,0,1,0,0,0,54,"Female","White or Caucasian","Bachelor’s degree","5700616b8a49c7000d0c73ad",2,6,"Female","High","6554dc99bf5ebccc0672be3d",4,4,"Male","High","5f123d2f9926a1193a114e68",1,3,"Female","Low","651af447dcee6525fe0ac08f",3,4,"Female","Low","652bfb72d177004179b96ff4",8,9,"Male","High","646774e0f86825ab62c37581",6,8,"Male","High","63d404c998ba54d608329c33",7,8,"Male","High","64526f6b0fc7549fcabe5242",2,1,"Female","High","60bc2284cfc4b7c2ab9cacdb",1,3,"Female","High","6234d77291179c1badffad36",5,3,"Male","Low"
"35","R_2SB1Wgmd23fy2ut","63d3de5c9b5d8855b1c74588","E",1,0,0,0,0,0,0,0,0,0,25,"Female","Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","641640ace28d2bb30c45c595",9,9,"Male","Low","628277d1d5efc2ba7e3f96ed",2,3,"Male","High","6548f960db60a00d76e92695",4,5,"Male","Low","5f0d529c9df050769b81e18f",2,4,"Male","High","63db74b49b4a80525a557a61",8,6,"Male","High","61310db855a32fc69c440550",3,4,"Female","Low","5e06f13e39bcde0a29c39a13",2,3,"Female","High","58b2338a898c2e0001a5ca56",3,3,"Female","Low","63e40cde6487028afe7bec5d",3,2,"Male","Low","5700616b8a49c7000d0c73ad",2,6,"Female","High"
"36","R_1IKtLkfQ9xGW4SU","5e67f8fbfade0707579a1eab","E",0,0,1,0,1,0,1,0,1,1,50,"Male","White or Caucasian","High school diploma or GED","54847f1cfdf99b07b28f22f9",6,2,"Male","High","62728f0c68b9ecf571a2dbd4",2,3,"Male","Low","655e418cd0a6130a864d7d56",7,9,"Male","Low","6163abe84640981d685a57f2",4,2,"Male","Low","5e8533ea660027000945d9bf",6,9,"Male","Low","580cab86b869700001d71628",2,1,"Female","High","654650713282e9e8d26d0b86",9,9,"Male","High","5fb08ec5ddc19949a58f5a4f",2,3,"Female","Low","5e27868c5cbbcc0b3599574b",4,8,"Male","Low","61084cf97f6981fb1f90683e",4,7,"Female","Low"
"37","R_1GIcZdPalCIO7fE","5fbe98e0e2bc9703bfd640d7","E",0,1,0,1,1,1,1,0,0,0,28,"Female","White or Caucasian","Bachelor’s degree","5a69f41df10cdb0001b10329",3,2,"Male","Low","5fe508e86079e12a8a3b2427",8,8,"Male","Low","615deb85c655c2768d2b5caa",3,4,"Male","Low","64226a9ac7739618beeee60d",8,8,"Male","High","604397dd75ab0c367e5f2604",8,8,"Male","Low","5df9b4122b12bd7153e68e2b",8,8,"Male","Low","654837a00511efc35646b9ca",9,10,"Male","High","5c0727ff1d461400012b61ee",3,3,"Female","High","6132542039ead71f30971bd6",1,2,"Male","Low","651752412b1f19fef16f6902",3,3,"Male","High"
"38","R_3fpgXwSufDhuCWj","5be48615e995730001c5cced","None",0,1,1,0,0,0,0,0,0,1,31,"Female","Other","Some high school or less","5fb84d9d8a35c11bd4896a47",2,4,"Female","High","614f3a020b0f8d857c3d5cad",5,9,"Female","Low","654b78eb297a98723e6247cb",6,7,"Male","Low","5bdfb648484288000130dad0",2,4,"Male","Low","63e40cde6487028afe7bec5d",3,2,"Male","Low","63d7a6a997f03198526a1941",4,6,"Male","Low","61310db855a32fc69c440550",3,4,"Female","Low","570758d5374137000fbb68cd",5,5,"Female","High","6501f7c274092e1270832a17",1,3,"Male","High","56fa002e8425ef000b3a4276",4,8,"Male","High"
"39","R_22mZjcI9J8dPgS0","5dd2c1a67af6612e037dc07b","E",0,0,1,1,1,1,1,1,1,1,36,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6511b9f6748229dc3a8fa69d",4,4,"Male","Low","652fcdc57cc2ae3b4731184b",2,2,"Male","Low","56d39b96da2aaa000dab6178",6,8,"Male","Low","5ef9e7a8e1d3567a48fa1154",6,7,"Male","Low","5be08e69610cba000151f1f7",3,7,"Male","Low","6555f3f23d4f8420c0f1fd50",6,3,"Female","Low","655ff28a070d42d4bc67f4c9",9,8,"Male","High","6563507a7389aac2354b8a31",3,7,"Female","Low","654e3c8cc3afc7374425fe78",2,7,"Male","Low","6559147a65618b0217721344",3,5,"Female","Low"
"40","R_22LFmn10aBAVaLw","65569211d2dac850ccf47524","None",0,0,1,1,1,0,1,0,0,0,50,"Female","American Indian/Native American or Alaska Native","Bachelor’s degree","655e0d7ac83749e58a3dfc09",3,3,"Female","High","5dd9f0e719eecb97dfab7b48",4,4,"Male","High","56e6a66af6ed900006a5867c",8,9,"Male","High","6108649840bf2b927ef3905c",7,8,"Male","Low","5f11f98efbaf2b0ef855ec6b",7,9,"Female","High","65632f635e9a86ae42bf51eb",1,4,"Female","High","604fe822b095421e07e3f93e",10,10,"Male","Low","58b2338a898c2e0001a5ca56",3,3,"Female","Low","63ea54cae81a2baf10a14930",2,2,"Female","High","652becadf20dbdfe37b610a9",2,3,"Male","Low"
"41","R_2SoYvfT7m2JeRng","60cb75243667f2647f852e78","E",1,0,0,0,1,1,1,0,1,0,58,"Male","White or Caucasian","High school diploma or GED","63db74b49b4a80525a557a61",8,6,"Male","High","5cd6c1197b871a0001b13589",2,1,"Female","Low","59894fbbda239a0001fb8e16",1,4,"Female","High","5be0fb420d5adc0001d6d5b7",2,3,"Male","High","63bf8a649931574320e98357",7,10,"Male","High","653a9c57c974283419bba454",7,5,"Male","Low","5ab3fc4b5f01000001cb07e2",9,8,"Male","Low","63ea54cae81a2baf10a14930",2,2,"Female","High","652bfb72d177004179b96ff4",8,9,"Male","High","62728f0c68b9ecf571a2dbd4",2,3,"Male","Low"
"42","R_1doYszF6G1tlEFB","5e8fa37bf594d02a576c7a46","E",1,1,0,0,1,0,1,1,1,0,24,"Female","White or Caucasian","Some college, but no degree","5de831cad4995d000c5fb540",5,3,"Male","High","59048309c4ef1300011b1085",3,4,"Female","Low","6276044d01f3dab873d5b0a5",5,3,"Male","Low","61310db855a32fc69c440550",3,4,"Female","Low","6550ecb81d9826a9f131c5a3",8,7,"Female","Low","63c18301a31679d3e3e39101",2,6,"Female","High","628e0063fa56e316da2a71cb",7,4,"Male","High","652fcdc57cc2ae3b4731184b",2,2,"Male","Low","653a9c57c974283419bba454",7,5,"Male","Low","6132542039ead71f30971bd6",1,2,"Male","Low"
"43","R_NVBi0xex24rAogN","6557733b5c53376695c88ad8","E",1,1,1,0,0,1,0,1,0,1,41,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5b0d1b8e444cef0001ca66ac",2,6,"Female","Low","64226a9ac7739618beeee60d",8,8,"Male","High","604fe822b095421e07e3f93e",10,10,"Male","Low","63d7a6a997f03198526a1941",4,6,"Male","Low","5cd6c1197b871a0001b13589",2,1,"Female","Low","5df9b4122b12bd7153e68e2b",8,8,"Male","Low","5f0d529c9df050769b81e18f",2,4,"Male","High","6108649840bf2b927ef3905c",7,8,"Male","Low","6234d77291179c1badffad36",5,3,"Male","Low","655ff28a070d42d4bc67f4c9",9,8,"Male","High"
"44","R_30iqrhjzngGI36a","5c265df50091e40001c9dde5","None",1,0,0,1,0,0,0,0,1,1,37,"Female","White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","646774e0f86825ab62c37581",6,8,"Male","High","54847f1cfdf99b07b28f22f9",6,2,"Male","High","628f572a2d1304a34b9e1a37",2,3,"Male","Low","6548f960db60a00d76e92695",4,5,"Male","Low","605ff0746397c26c436b88af",7,4,"Female","High","64527892acde0fbd392a41d6",4,3,"Female","High","60bc2284cfc4b7c2ab9cacdb",1,3,"Female","High","655e0d7ac83749e58a3dfc09",3,3,"Female","High","63d808ea16057197cc58cf6d",8,9,"Male","Low","65313ce1f99d9a35b6e90a7f",7,9,"Female","Low"
"45","R_12Dd9hOWFWbBsww","623474fa7e61d138f6e6fa44","None",0,1,1,0,1,0,0,1,0,0,50,"Male","White or Caucasian","High school diploma or GED","64d544908cc0899c470c9516",3,3,"Male","Low","5c830a66d6a4d0000164097d",8,10,"Male","Low","5f3bc91327d97393a0c56178",5,8,"Male","Low","655c9eb6350be3de2c9f155e",3,3,"Female","High","63d808ea16057197cc58cf6d",8,9,"Male","Low","5de831cad4995d000c5fb540",5,3,"Male","High","628f572a2d1304a34b9e1a37",2,3,"Male","Low","5ab3fc4b5f01000001cb07e2",9,8,"Male","Low","5d4c7ac3e8ec490018b0050d",1,5,"Female","Low","59c41e340c5fc800011940f3",4,2,"Male","High"
"46","R_2xJceJj1jhGvzuM","655f674bdba72a1c9b1bf638","E",0,1,0,0,0,0,0,1,0,0,56,"Female","White or Caucasian","Associates or technical degree","6517faa30cadd3291661b119",9,8,"Male","Low","5c830a66d6a4d0000164097d",8,10,"Male","Low","60bc2284cfc4b7c2ab9cacdb",1,3,"Female","High","5f123d2f9926a1193a114e68",1,3,"Female","Low","655e418cd0a6130a864d7d56",7,9,"Male","Low","59c41e340c5fc800011940f3",4,2,"Male","High","655e0d7ac83749e58a3dfc09",3,3,"Female","High","614e7ad7ff5a0d785d5e550a",10,9,"Male","High","650b695bf3b3d34f9c461926",6,7,"Female","Low","604fc38a4de8e6e1e0e0ea7b",1,3,"Female","Low"
"47","R_2ZPkEHZ3cSNak8V","641a604be613385009dd72db","E",1,0,0,1,0,0,0,0,0,1,30,"Male","White or Caucasian","Associates or technical degree","56e6a66af6ed900006a5867c",8,9,"Male","High","57ab3f8321e5a50001562cd3",3,5,"Male","Low","5a69f41df10cdb0001b10329",3,2,"Male","Low","5e27868c5cbbcc0b3599574b",4,8,"Male","Low","5f123d2f9926a1193a114e68",1,3,"Female","Low","59c41e340c5fc800011940f3",4,2,"Male","High","5c0727ff1d461400012b61ee",3,3,"Female","High","654e3c8cc3afc7374425fe78",2,7,"Male","Low","5fb84d9d8a35c11bd4896a47",2,4,"Female","High","5ddee8912e6c77e798b5882f",5,3,"Male","High"
"48","R_2Yu1hODAQgkGowj","654f76be00eb83c79f1088f6","None",1,0,1,0,0,1,1,1,0,1,66,"Female","Black or African American","Bachelor’s degree","651af447dcee6525fe0ac08f",3,4,"Female","Low","5e06f13e39bcde0a29c39a13",2,3,"Female","High","655e418cd0a6130a864d7d56",7,9,"Male","Low","5fefefa4c9707d3516361c9c",6,3,"Female","Low","5dd9f0e719eecb97dfab7b48",4,4,"Male","High","56fa002e8425ef000b3a4276",4,8,"Male","High","631e3ba1714b8e7f8fe9338d",7,5,"Male","Low","5fe508e86079e12a8a3b2427",8,8,"Male","Low","63e40cde6487028afe7bec5d",3,2,"Male","Low","63bde9862392eebaf64770c2",5,7,"Male","Low"
